file,has_player,has_enemy,solvable,wall_ratio,interior_wall_density,walkable_cells,reachable_ratio,shortest_path_length,path_norm,dead_end_ratio,branching_ratio,leniency,astar_difficulty,difficulty_score
pcgnn_017.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_018.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_019.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_020.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_021.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_022.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_023.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_024.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_025.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_026.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_027.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_028.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_029.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_030.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_031.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_032.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_033.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_034.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_035.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_036.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_037.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_038.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_039.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_040.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_041.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_042.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_043.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_044.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_045.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_046.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_047.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_048.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_049.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
